Timestamp,Source_IP,Destination_IP,Protocol,Activity,Threat_Type,Severity,Status,Label
3/22/2026 20:36,192.168.137.97,192.168.196.106,DNS,High request rate,SQL Injection,Low,Detected,Normal
3/21/2026 21:16,192.168.35.225,172.19.54.46,TCP,Normal traffic,Malware Activity,High,Monitored,Suspicious
3/2/2026 6:02,192.168.215.162,10.76.127.153,ARP,Abnormal lookup,Malware Activity,High,Blocked,Suspicious
1/17/2026 0:31,192.168.143.48,10.203.57.215,HTTP,Suspicious packet flow,Malware Activity,High,Blocked,Normal
4/23/2026 7:21,10.204.25.159,192.168.245.215,TCP,Connection retry,Phishing,Low,Blocked,Normal
2/2/2026 1:48,10.36.179.169,172.17.77.53,ARP,Regular communication,Phishing,Low,Monitored,Normal
2/15/2026 0:08,10.166.161.244,10.175.138.129,UDP,Unauthorized access,Phishing,High,Blocked,Normal
2/5/2026 1:17,192.168.133.105,172.20.72.218,HTTP,Normal traffic,SQL Injection,Low,Blocked,Normal
1/12/2026 21:58,10.149.176.8,10.76.116.107,TCP,Regular communication,Brute Force,Low,Monitored,Normal
3/18/2026 16:08,10.141.155.61,192.168.37.172,HTTP,Suspicious packet flow,DDoS,Medium,Monitored,Normal
1/11/2026 11:55,172.16.205.98,172.28.13.168,UDP,High request rate,Malware Activity,Low,Detected,Suspicious
2/22/2026 15:28,172.17.151.185,10.15.106.119,DNS,Abnormal lookup,Brute Force,Low,Monitored,Normal
4/28/2026 22:04,192.168.254.56,192.168.102.108,ARP,Suspicious packet flow,Brute Force,Medium,Monitored,Suspicious
2/9/2026 3:56,10.81.100.51,10.174.122.63,HTTP,Repeated requests,Brute Force,High,Monitored,Normal
4/13/2026 23:25,192.168.31.84,192.168.150.157,HTTP,Connection retry,SQL Injection,Medium,Blocked,Normal
2/18/2026 6:29,172.28.17.7,172.16.253.223,DNS,Connection retry,Malware Activity,High,Blocked,Suspicious
3/26/2026 14:35,172.20.55.57,192.168.13.34,HTTP,Suspicious packet flow,SQL Injection,Low,Monitored,Suspicious
1/23/2026 13:36,172.17.190.126,172.29.16.240,DNS,Repeated requests,ARP Spoofing,Medium,Blocked,Suspicious
1/31/2026 22:45,10.3.68.84,192.168.170.252,TCP,High request rate,Brute Force,Medium,Blocked,Normal
4/12/2026 3:52,172.22.37.54,172.19.128.29,HTTP,High request rate,Malware Activity,High,Detected,Normal
4/26/2026 8:49,172.16.219.113,172.17.178.186,HTTP,Normal traffic,DDoS,Medium,Detected,Suspicious
4/1/2026 22:24,10.43.21.172,172.26.32.207,HTTP,Connection retry,Phishing,Low,Blocked,Suspicious
3/31/2026 13:45,172.31.143.149,192.168.36.192,HTTP,Normal traffic,DDoS,Medium,Monitored,Suspicious
1/28/2026 18:57,172.17.209.58,192.168.36.96,ARP,Abnormal lookup,Malware Activity,Low,Detected,Normal
3/16/2026 5:34,192.168.201.55,172.28.48.93,TCP,High request rate,DDoS,High,Blocked,Suspicious
4/30/2026 11:11,172.16.41.146,172.19.245.225,DNS,High request rate,SQL Injection,High,Monitored,Suspicious
3/1/2026 3:31,10.0.240.46,192.168.28.120,TCP,Abnormal lookup,SQL Injection,Medium,Monitored,Suspicious
4/18/2026 0:47,10.213.252.159,10.194.201.125,TCP,High request rate,Phishing,High,Blocked,Normal
1/29/2026 18:49,192.168.45.18,10.215.211.13,DNS,Regular communication,SQL Injection,Medium,Detected,Suspicious
2/1/2026 10:17,10.212.96.1,10.221.226.22,DNS,Repeated requests,Malware Activity,Medium,Monitored,Suspicious
3/26/2026 7:26,192.168.100.82,192.168.45.202,HTTP,Unauthorized access,Brute Force,Low,Detected,Normal
5/4/2026 1:11,192.168.92.49,172.31.165.126,UDP,Repeated requests,Malware Activity,High,Detected,Suspicious
1/8/2026 7:57,10.50.132.32,10.191.249.234,TCP,Regular communication,Phishing,Low,Detected,Normal
4/2/2026 3:01,172.30.251.211,192.168.42.253,DNS,Normal traffic,Phishing,Medium,Blocked,Normal
4/16/2026 17:55,192.168.210.31,192.168.207.248,UDP,High request rate,Brute Force,High,Monitored,Suspicious
4/18/2026 16:18,10.216.184.138,172.23.140.36,HTTP,Abnormal lookup,Phishing,Low,Detected,Suspicious
1/20/2026 23:27,192.168.221.89,10.155.27.218,UDP,Regular communication,Brute Force,High,Monitored,Suspicious
4/17/2026 8:30,172.22.188.34,10.247.54.73,HTTP,Connection retry,SQL Injection,Low,Detected,Suspicious
5/3/2026 2:27,10.216.210.21,10.5.238.45,TCP,Repeated requests,ARP Spoofing,Medium,Monitored,Normal
5/5/2026 12:11,10.135.227.171,192.168.128.73,DNS,High request rate,DNS Poisoning,Low,Detected,Normal
2/27/2026 12:33,172.22.143.178,10.145.120.181,ARP,Abnormal lookup,Brute Force,High,Blocked,Suspicious
1/3/2026 0:05,172.19.147.223,192.168.87.117,UDP,Abnormal lookup,Brute Force,Medium,Blocked,Suspicious
2/11/2026 19:27,172.25.239.203,192.168.164.108,ARP,Normal traffic,SQL Injection,Medium,Monitored,Normal
1/31/2026 19:38,10.167.77.75,192.168.56.105,DNS,Connection retry,Malware Activity,Low,Detected,Suspicious
3/14/2026 20:28,10.160.13.219,192.168.181.215,HTTP,Connection retry,Malware Activity,High,Blocked,Normal
2/9/2026 10:40,192.168.28.124,172.28.40.200,DNS,Abnormal lookup,Malware Activity,High,Blocked,Normal
2/13/2026 1:25,172.21.91.188,172.23.118.12,DNS,Connection retry,Brute Force,High,Blocked,Normal
5/3/2026 3:49,10.249.26.247,192.168.164.33,HTTP,High request rate,Brute Force,High,Monitored,Normal
2/7/2026 3:39,10.170.195.40,192.168.215.205,TCP,Suspicious packet flow,SQL Injection,High,Blocked,Normal
3/7/2026 20:50,10.66.19.121,10.186.4.81,DNS,Normal traffic,ARP Spoofing,High,Blocked,Normal
3/30/2026 18:34,10.112.71.139,10.2.189.63,UDP,Abnormal lookup,Phishing,High,Detected,Normal
5/6/2026 4:44,172.21.72.162,172.20.242.233,ARP,Connection retry,Phishing,High,Detected,Normal
1/27/2026 8:59,10.210.42.61,10.85.239.168,DNS,High request rate,DDoS,High,Detected,Normal
3/28/2026 11:38,192.168.105.173,10.172.31.246,UDP,Normal traffic,DNS Poisoning,Low,Detected,Suspicious
4/21/2026 22:02,192.168.123.187,172.21.180.237,DNS,Connection retry,DDoS,High,Blocked,Suspicious
3/18/2026 18:31,10.80.251.70,192.168.11.249,HTTP,Regular communication,DNS Poisoning,Low,Blocked,Normal
4/6/2026 13:45,10.11.143.41,192.168.175.157,HTTP,Unauthorized access,SQL Injection,Low,Blocked,Normal
3/18/2026 1:53,192.168.201.250,10.204.222.241,DNS,Unauthorized access,DNS Poisoning,High,Detected,Suspicious
4/20/2026 11:04,10.216.49.202,10.173.91.217,UDP,High request rate,Brute Force,High,Monitored,Normal
3/23/2026 20:05,172.29.48.216,192.168.172.152,TCP,Connection retry,Brute Force,Low,Monitored,Suspicious
2/20/2026 12:21,172.19.15.55,10.26.218.47,TCP,Connection retry,Phishing,High,Monitored,Suspicious
4/15/2026 17:56,172.22.206.184,172.28.39.162,HTTP,Regular communication,SQL Injection,Medium,Monitored,Normal
3/6/2026 6:01,192.168.25.145,10.87.185.84,ARP,Abnormal lookup,ARP Spoofing,High,Blocked,Suspicious
1/15/2026 13:34,192.168.95.231,172.31.90.100,HTTP,High request rate,DDoS,Low,Blocked,Suspicious
4/29/2026 8:24,10.235.97.99,192.168.34.147,TCP,High request rate,ARP Spoofing,High,Detected,Suspicious
1/29/2026 21:08,10.216.18.175,172.21.178.6,ARP,Connection retry,Brute Force,Low,Detected,Normal
2/4/2026 1:56,10.92.108.6,10.184.137.29,TCP,Regular communication,ARP Spoofing,High,Monitored,Normal
2/12/2026 12:50,192.168.193.184,10.208.2.146,HTTP,Regular communication,Brute Force,High,Monitored,Normal
2/27/2026 2:37,172.26.92.149,172.24.190.244,UDP,High request rate,Malware Activity,High,Monitored,Normal
4/30/2026 15:06,172.28.188.76,192.168.47.146,ARP,Connection retry,SQL Injection,Medium,Monitored,Normal
1/23/2026 1:03,192.168.64.158,172.26.205.101,HTTP,Abnormal lookup,DDoS,Low,Blocked,Suspicious
4/6/2026 13:47,172.20.134.222,10.15.163.116,TCP,Regular communication,Malware Activity,Medium,Detected,Suspicious
1/19/2026 5:17,172.22.191.34,192.168.159.224,UDP,Connection retry,Malware Activity,Medium,Detected,Suspicious
4/4/2026 15:40,10.107.255.33,10.238.196.218,UDP,Normal traffic,SQL Injection,High,Blocked,Suspicious
5/4/2026 12:25,192.168.184.186,10.195.57.144,HTTP,Unauthorized access,Malware Activity,High,Monitored,Suspicious
3/28/2026 21:32,192.168.233.101,10.207.92.88,HTTP,Suspicious packet flow,ARP Spoofing,High,Blocked,Normal
3/18/2026 10:12,172.30.127.232,10.151.183.58,UDP,Normal traffic,Malware Activity,High,Detected,Normal
4/16/2026 7:15,172.17.132.82,172.25.135.24,UDP,Normal traffic,DNS Poisoning,High,Monitored,Normal
4/5/2026 2:24,172.25.73.96,172.30.64.145,TCP,Suspicious packet flow,Malware Activity,High,Blocked,Normal
2/9/2026 14:01,10.103.141.6,192.168.121.175,UDP,Suspicious packet flow,ARP Spoofing,Medium,Blocked,Suspicious
4/2/2026 3:41,172.22.176.251,10.14.165.194,UDP,Suspicious packet flow,Phishing,Low,Detected,Normal
1/24/2026 18:29,172.30.128.56,192.168.145.53,DNS,Suspicious packet flow,Phishing,Medium,Blocked,Suspicious
1/23/2026 19:20,192.168.106.218,172.19.244.172,DNS,Normal traffic,SQL Injection,Medium,Monitored,Normal
1/26/2026 15:17,172.16.180.139,10.247.77.233,HTTP,Abnormal lookup,Brute Force,Medium,Monitored,Suspicious
1/1/2026 13:41,192.168.23.77,10.30.134.181,TCP,Suspicious packet flow,Phishing,High,Blocked,Normal
1/1/2026 6:55,10.161.233.89,10.203.3.126,HTTP,Normal traffic,Brute Force,High,Blocked,Normal
4/8/2026 7:23,10.124.201.76,192.168.164.98,UDP,Suspicious packet flow,Brute Force,Medium,Monitored,Suspicious
4/24/2026 16:16,192.168.24.13,172.20.51.69,HTTP,Connection retry,DNS Poisoning,High,Monitored,Suspicious
3/7/2026 0:03,10.9.31.120,10.96.170.131,UDP,Normal traffic,SQL Injection,Medium,Blocked,Normal
1/7/2026 5:55,10.42.109.220,10.190.166.1,ARP,Normal traffic,Phishing,Medium,Detected,Suspicious
2/10/2026 13:42,192.168.137.95,10.74.80.108,TCP,Unauthorized access,Brute Force,Low,Blocked,Normal
3/17/2026 2:58,192.168.244.134,192.168.143.248,TCP,Unauthorized access,SQL Injection,Low,Detected,Suspicious
2/11/2026 22:32,192.168.164.67,192.168.29.158,TCP,Unauthorized access,ARP Spoofing,Medium,Detected,Normal
4/18/2026 7:03,172.22.55.59,172.20.6.178,ARP,Unauthorized access,DDoS,High,Monitored,Suspicious
1/25/2026 14:30,192.168.181.45,10.52.1.137,HTTP,Repeated requests,SQL Injection,Medium,Detected,Suspicious
2/11/2026 20:52,10.203.199.80,192.168.19.88,UDP,Repeated requests,Malware Activity,High,Monitored,Suspicious
4/12/2026 7:01,10.30.91.10,192.168.12.163,DNS,Suspicious packet flow,Malware Activity,Medium,Detected,Normal
4/1/2026 3:46,10.181.209.144,192.168.192.49,HTTP,Suspicious packet flow,DNS Poisoning,Low,Monitored,Normal
4/10/2026 20:11,172.30.123.47,172.26.24.43,ARP,Regular communication,ARP Spoofing,Medium,Monitored,Normal
3/27/2026 2:17,192.168.13.216,10.237.136.177,UDP,Abnormal lookup,DNS Poisoning,Low,Detected,Suspicious
4/26/2026 16:57,192.168.78.117,192.168.50.42,ARP,Suspicious packet flow,DDoS,Medium,Blocked,Suspicious
2/20/2026 19:17,192.168.93.31,10.81.158.245,HTTP,High request rate,Brute Force,Low,Detected,Suspicious
3/22/2026 15:28,192.168.133.215,192.168.153.186,HTTP,Abnormal lookup,DNS Poisoning,High,Blocked,Normal
1/24/2026 14:38,10.239.167.173,10.29.65.174,HTTP,High request rate,ARP Spoofing,Low,Blocked,Normal
4/6/2026 3:14,10.13.187.177,192.168.249.105,UDP,Suspicious packet flow,SQL Injection,Medium,Detected,Normal
4/16/2026 12:08,192.168.189.79,192.168.161.247,DNS,Connection retry,Brute Force,Medium,Blocked,Normal
1/26/2026 7:31,172.18.95.8,172.17.220.124,UDP,Regular communication,Brute Force,Medium,Monitored,Suspicious
2/1/2026 3:32,192.168.90.56,172.28.93.196,DNS,Connection retry,Malware Activity,High,Detected,Suspicious
5/2/2026 10:58,10.13.132.5,10.159.154.251,TCP,Connection retry,Phishing,Low,Monitored,Normal
1/11/2026 7:43,172.31.163.243,192.168.210.97,DNS,Unauthorized access,Phishing,High,Blocked,Normal
1/5/2026 22:57,192.168.147.174,10.216.219.22,TCP,Connection retry,Phishing,High,Monitored,Suspicious
2/18/2026 20:24,172.22.141.161,192.168.63.156,HTTP,Abnormal lookup,DNS Poisoning,Medium,Blocked,Normal
4/13/2026 12:08,10.81.213.135,192.168.25.127,DNS,High request rate,Phishing,Low,Detected,Normal
4/25/2026 22:25,192.168.35.217,10.102.26.71,HTTP,Suspicious packet flow,ARP Spoofing,High,Detected,Suspicious
1/23/2026 0:32,10.253.139.105,192.168.250.174,DNS,Repeated requests,DDoS,Medium,Detected,Normal
2/4/2026 21:47,172.29.114.243,192.168.242.139,HTTP,Unauthorized access,Malware Activity,High,Blocked,Suspicious
3/14/2026 4:12,192.168.148.244,192.168.38.226,ARP,Abnormal lookup,DNS Poisoning,High,Monitored,Normal
2/26/2026 7:13,10.23.199.186,172.30.103.131,TCP,Normal traffic,Phishing,High,Monitored,Suspicious
1/12/2026 11:40,172.19.140.87,10.60.223.103,DNS,Unauthorized access,Brute Force,Low,Detected,Normal
2/28/2026 7:02,172.26.152.1,172.19.3.50,UDP,Normal traffic,SQL Injection,Low,Monitored,Normal
1/17/2026 19:47,10.74.208.237,10.238.214.127,HTTP,Normal traffic,ARP Spoofing,High,Blocked,Suspicious
4/1/2026 12:38,10.218.14.118,10.120.189.158,HTTP,Connection retry,SQL Injection,Medium,Monitored,Suspicious
2/24/2026 16:50,172.17.95.1,172.16.189.182,DNS,Unauthorized access,DDoS,Low,Monitored,Normal
4/28/2026 2:41,192.168.48.221,10.133.80.55,HTTP,High request rate,ARP Spoofing,High,Blocked,Normal
2/4/2026 2:05,172.19.32.107,192.168.71.203,HTTP,Connection retry,DNS Poisoning,Medium,Blocked,Normal
2/26/2026 19:07,10.1.24.139,192.168.166.158,ARP,Regular communication,Malware Activity,Low,Blocked,Suspicious
3/23/2026 22:07,10.99.228.125,172.19.196.249,DNS,Connection retry,Phishing,High,Monitored,Suspicious
3/6/2026 18:16,192.168.160.39,192.168.0.238,ARP,Normal traffic,Brute Force,High,Detected,Normal
3/7/2026 23:27,10.147.216.105,172.17.184.194,UDP,Abnormal lookup,ARP Spoofing,High,Monitored,Normal
4/22/2026 10:49,10.228.145.217,172.24.254.47,UDP,Abnormal lookup,ARP Spoofing,High,Blocked,Suspicious
3/12/2026 18:48,172.16.245.184,10.221.176.125,DNS,High request rate,ARP Spoofing,Medium,Blocked,Normal
2/7/2026 6:18,10.41.163.53,172.29.163.130,HTTP,Connection retry,Malware Activity,Low,Detected,Suspicious
2/10/2026 22:43,192.168.87.66,172.29.183.98,HTTP,Regular communication,Brute Force,Medium,Blocked,Normal
1/25/2026 0:12,192.168.133.78,10.106.5.165,DNS,Normal traffic,Brute Force,High,Monitored,Normal
4/5/2026 11:57,192.168.56.236,192.168.85.161,HTTP,Connection retry,SQL Injection,Low,Monitored,Suspicious
2/9/2026 4:29,10.105.209.3,192.168.246.45,HTTP,Normal traffic,ARP Spoofing,High,Blocked,Suspicious
4/23/2026 14:20,192.168.216.158,172.20.208.219,UDP,Unauthorized access,ARP Spoofing,Medium,Monitored,Normal
2/6/2026 10:48,172.30.131.55,192.168.86.91,HTTP,Suspicious packet flow,DNS Poisoning,Low,Detected,Suspicious
2/21/2026 13:41,172.21.97.221,192.168.162.151,DNS,Normal traffic,DDoS,Medium,Blocked,Suspicious
5/4/2026 12:21,10.23.238.183,172.21.88.153,TCP,Normal traffic,DNS Poisoning,Medium,Monitored,Normal
1/20/2026 16:53,172.26.6.8,172.30.4.219,DNS,Unauthorized access,Malware Activity,Low,Detected,Suspicious
2/21/2026 18:37,192.168.6.19,192.168.173.184,UDP,High request rate,ARP Spoofing,High,Detected,Suspicious
4/5/2026 19:59,172.27.252.97,192.168.96.102,TCP,Normal traffic,Phishing,Medium,Monitored,Normal
3/12/2026 21:10,192.168.58.173,10.59.80.68,DNS,High request rate,Phishing,Medium,Monitored,Suspicious
1/22/2026 3:52,10.215.18.240,10.51.105.85,DNS,Abnormal lookup,ARP Spoofing,Low,Blocked,Normal
3/9/2026 1:12,172.24.220.212,172.16.212.140,ARP,Suspicious packet flow,Phishing,High,Monitored,Normal
4/5/2026 14:53,10.13.133.113,192.168.37.201,UDP,Normal traffic,ARP Spoofing,Low,Blocked,Suspicious
1/9/2026 18:36,10.174.112.61,10.116.5.44,UDP,Repeated requests,Brute Force,Low,Detected,Suspicious
2/20/2026 18:56,192.168.140.30,172.30.54.60,UDP,Repeated requests,DNS Poisoning,Low,Blocked,Normal
3/16/2026 14:50,192.168.39.205,10.114.83.110,TCP,Connection retry,DDoS,Low,Monitored,Suspicious
4/4/2026 4:15,10.137.245.39,192.168.22.56,ARP,Abnormal lookup,ARP Spoofing,Medium,Detected,Normal
2/24/2026 15:53,10.65.17.96,10.128.32.121,DNS,High request rate,DNS Poisoning,High,Monitored,Suspicious
2/4/2026 20:48,172.29.77.221,172.16.14.196,ARP,Unauthorized access,Brute Force,High,Monitored,Normal
1/12/2026 1:26,10.72.205.147,192.168.151.163,ARP,Regular communication,ARP Spoofing,High,Detected,Suspicious
3/31/2026 12:58,192.168.42.170,192.168.68.203,HTTP,High request rate,ARP Spoofing,High,Detected,Normal
1/2/2026 10:23,10.138.59.36,10.33.103.2,ARP,Regular communication,ARP Spoofing,Medium,Monitored,Suspicious
3/11/2026 18:28,192.168.138.31,172.23.207.166,HTTP,Normal traffic,Brute Force,Medium,Blocked,Suspicious
3/13/2026 15:37,10.20.215.104,172.28.180.49,TCP,Connection retry,DDoS,Low,Blocked,Suspicious
4/22/2026 6:10,172.20.188.43,172.24.62.16,HTTP,Abnormal lookup,Malware Activity,Medium,Detected,Suspicious
1/23/2026 15:51,172.23.26.214,172.31.90.209,DNS,Suspicious packet flow,ARP Spoofing,Low,Monitored,Suspicious
4/28/2026 9:56,192.168.244.219,192.168.124.169,DNS,Connection retry,Phishing,High,Detected,Suspicious
3/1/2026 17:08,172.31.162.60,172.25.67.59,UDP,Suspicious packet flow,DNS Poisoning,Low,Blocked,Normal
3/22/2026 20:51,172.26.159.38,192.168.108.227,HTTP,Connection retry,Malware Activity,High,Detected,Suspicious
3/23/2026 19:31,192.168.212.109,10.33.191.20,DNS,Regular communication,Malware Activity,High,Blocked,Normal
3/7/2026 10:41,10.221.232.237,172.17.37.122,TCP,Unauthorized access,Phishing,Low,Blocked,Normal
4/4/2026 4:52,10.225.209.108,10.93.19.184,UDP,Connection retry,Phishing,High,Detected,Normal
1/20/2026 0:37,172.21.101.130,10.18.194.8,DNS,Repeated requests,ARP Spoofing,Low,Monitored,Normal
4/8/2026 13:50,10.202.181.115,172.28.241.5,HTTP,Repeated requests,Brute Force,High,Blocked,Normal
1/3/2026 1:36,10.205.198.250,172.16.147.99,HTTP,High request rate,Brute Force,Low,Blocked,Normal
3/17/2026 11:53,10.138.13.230,172.31.55.177,ARP,Abnormal lookup,SQL Injection,High,Monitored,Suspicious
4/28/2026 19:37,192.168.34.58,10.137.34.152,ARP,Abnormal lookup,Phishing,High,Monitored,Suspicious
3/2/2026 10:34,172.26.32.22,192.168.194.159,DNS,Normal traffic,Malware Activity,Medium,Monitored,Suspicious
2/22/2026 16:53,192.168.49.20,192.168.10.68,DNS,Suspicious packet flow,Malware Activity,High,Monitored,Normal
1/12/2026 10:20,192.168.208.26,172.27.244.70,UDP,High request rate,ARP Spoofing,Medium,Blocked,Normal
1/3/2026 18:34,10.192.18.153,192.168.23.28,TCP,Regular communication,Malware Activity,Medium,Monitored,Normal
3/18/2026 4:51,192.168.231.203,10.157.189.37,UDP,Normal traffic,Brute Force,Medium,Detected,Normal
4/1/2026 13:16,172.17.42.31,192.168.254.162,ARP,Abnormal lookup,ARP Spoofing,High,Blocked,Normal
3/18/2026 17:39,10.63.63.77,172.22.242.231,UDP,High request rate,Phishing,Medium,Blocked,Normal
2/25/2026 11:38,192.168.211.177,172.29.14.53,HTTP,High request rate,Phishing,Low,Detected,Normal
4/21/2026 16:39,192.168.109.23,192.168.166.101,HTTP,Abnormal lookup,DDoS,Medium,Detected,Suspicious
1/25/2026 7:59,10.18.96.29,10.147.255.2,ARP,Suspicious packet flow,Brute Force,Low,Detected,Suspicious
4/4/2026 21:09,172.29.77.128,10.238.121.137,UDP,Repeated requests,DNS Poisoning,High,Blocked,Suspicious
1/24/2026 19:19,10.78.16.213,172.22.148.192,ARP,Abnormal lookup,DNS Poisoning,High,Monitored,Normal
1/11/2026 1:19,10.219.233.61,10.102.88.218,UDP,Unauthorized access,Brute Force,Medium,Blocked,Normal
1/14/2026 17:50,192.168.53.222,192.168.249.175,TCP,Unauthorized access,SQL Injection,High,Blocked,Normal
4/13/2026 9:52,10.10.76.179,10.234.246.19,UDP,Connection retry,DNS Poisoning,Low,Blocked,Suspicious
4/13/2026 10:09,172.23.56.127,172.20.137.56,TCP,Normal traffic,SQL Injection,Medium,Detected,Normal
4/7/2026 18:13,192.168.1.142,192.168.174.225,HTTP,Repeated requests,ARP Spoofing,High,Detected,Normal
1/13/2026 18:17,10.67.93.220,172.24.245.147,HTTP,Connection retry,DNS Poisoning,Low,Monitored,Suspicious
3/24/2026 14:03,192.168.68.12,10.220.80.186,DNS,Repeated requests,ARP Spoofing,High,Detected,Normal
3/2/2026 22:50,172.26.252.49,172.27.238.56,ARP,Regular communication,Brute Force,Medium,Monitored,Normal
5/4/2026 8:58,10.228.70.97,10.179.253.98,DNS,High request rate,DNS Poisoning,High,Blocked,Normal
4/3/2026 8:58,192.168.140.52,10.49.210.114,DNS,High request rate,DDoS,Low,Monitored,Normal
3/30/2026 13:57,10.193.192.156,172.21.104.97,ARP,Repeated requests,Phishing,High,Detected,Normal
2/19/2026 23:25,172.28.194.36,10.68.160.254,TCP,Unauthorized access,Malware Activity,Medium,Blocked,Suspicious
1/11/2026 3:48,10.200.2.214,192.168.140.253,ARP,Abnormal lookup,ARP Spoofing,Low,Blocked,Normal
4/3/2026 22:53,10.14.49.164,192.168.21.117,TCP,Connection retry,Phishing,Medium,Detected,Normal
1/22/2026 6:32,192.168.242.175,172.31.14.70,DNS,Connection retry,DNS Poisoning,Low,Blocked,Normal
2/23/2026 4:30,192.168.148.3,192.168.13.41,UDP,Connection retry,Phishing,High,Monitored,Normal
1/2/2026 22:59,10.55.8.13,192.168.127.126,ARP,Abnormal lookup,SQL Injection,High,Detected,Normal
3/25/2026 1:38,10.105.86.205,172.16.39.124,DNS,Connection retry,ARP Spoofing,High,Blocked,Normal
1/11/2026 20:35,192.168.238.90,10.165.192.243,ARP,Repeated requests,Malware Activity,Low,Detected,Suspicious
2/25/2026 18:00,192.168.33.182,192.168.120.135,ARP,Unauthorized access,ARP Spoofing,High,Detected,Suspicious
2/1/2026 1:06,192.168.37.111,10.215.161.17,UDP,Regular communication,DNS Poisoning,High,Detected,Suspicious
2/25/2026 15:41,172.23.114.216,10.246.44.109,UDP,Abnormal lookup,DNS Poisoning,High,Monitored,Suspicious
1/13/2026 3:05,172.19.149.8,10.135.54.34,UDP,High request rate,Brute Force,Low,Detected,Normal
4/4/2026 3:30,10.250.27.191,10.236.51.36,DNS,Abnormal lookup,Brute Force,High,Blocked,Suspicious
3/31/2026 17:58,192.168.172.253,172.21.209.73,ARP,Connection retry,Brute Force,High,Monitored,Normal
2/20/2026 17:41,10.24.186.236,192.168.78.55,HTTP,Unauthorized access,Phishing,Low,Detected,Normal
4/4/2026 7:57,10.74.201.12,192.168.78.104,TCP,Connection retry,Malware Activity,Medium,Monitored,Suspicious
3/24/2026 4:46,172.25.110.180,192.168.100.26,HTTP,Unauthorized access,Malware Activity,High,Detected,Suspicious
3/8/2026 23:46,192.168.173.50,10.90.59.105,DNS,Abnormal lookup,DNS Poisoning,Medium,Detected,Normal
5/3/2026 2:20,192.168.194.158,10.16.212.86,HTTP,Unauthorized access,Malware Activity,High,Detected,Suspicious
5/3/2026 22:27,10.113.218.244,192.168.17.102,UDP,Connection retry,DNS Poisoning,High,Blocked,Normal
1/6/2026 15:16,10.79.141.180,10.90.222.157,UDP,High request rate,DDoS,Low,Blocked,Normal
2/8/2026 15:57,192.168.122.169,192.168.169.104,ARP,Connection retry,ARP Spoofing,Low,Blocked,Suspicious
1/31/2026 8:10,172.19.52.36,10.199.242.125,TCP,Regular communication,SQL Injection,High,Monitored,Normal
4/28/2026 17:16,172.27.124.86,10.112.235.104,UDP,High request rate,Malware Activity,High,Monitored,Suspicious
1/15/2026 1:23,172.22.197.157,172.23.32.24,UDP,Repeated requests,Brute Force,Medium,Monitored,Normal
3/12/2026 9:13,172.18.55.9,10.191.7.182,DNS,Unauthorized access,Brute Force,Low,Monitored,Suspicious
2/14/2026 13:24,192.168.71.146,10.40.65.2,DNS,Unauthorized access,Phishing,High,Monitored,Normal
1/18/2026 7:36,192.168.188.70,10.218.146.220,HTTP,Repeated requests,SQL Injection,Medium,Blocked,Normal
3/10/2026 2:32,172.27.177.224,172.27.50.175,HTTP,Connection retry,DDoS,Low,Blocked,Normal
1/29/2026 14:17,172.21.106.198,10.243.70.111,DNS,Normal traffic,DDoS,Low,Detected,Normal
3/14/2026 19:55,10.161.217.221,192.168.17.219,TCP,Connection retry,SQL Injection,Low,Blocked,Normal
1/23/2026 8:40,10.194.10.142,172.17.169.247,UDP,Repeated requests,Phishing,High,Detected,Normal
1/3/2026 4:59,10.12.203.38,10.197.209.165,DNS,High request rate,DNS Poisoning,High,Detected,Normal
2/19/2026 4:47,192.168.80.150,172.22.50.158,DNS,Suspicious packet flow,ARP Spoofing,Low,Detected,Normal
3/24/2026 16:26,172.31.233.80,10.204.191.16,UDP,Suspicious packet flow,SQL Injection,High,Monitored,Normal
3/26/2026 7:23,10.186.143.125,10.2.127.159,HTTP,High request rate,DNS Poisoning,Medium,Blocked,Suspicious
4/3/2026 13:40,172.26.252.139,172.31.39.70,UDP,Unauthorized access,DDoS,Low,Detected,Normal
2/22/2026 21:47,10.12.243.37,172.29.158.225,UDP,High request rate,DDoS,Low,Blocked,Normal
2/18/2026 15:02,10.85.137.16,172.28.17.32,TCP,Suspicious packet flow,ARP Spoofing,Low,Blocked,Suspicious
3/14/2026 1:05,172.22.67.214,172.21.144.68,UDP,Suspicious packet flow,DDoS,High,Detected,Suspicious
5/2/2026 0:21,192.168.43.74,10.12.247.244,ARP,Suspicious packet flow,Malware Activity,Low,Blocked,Suspicious
5/2/2026 9:44,172.24.196.214,192.168.90.100,DNS,Regular communication,Malware Activity,High,Blocked,Normal
2/17/2026 23:44,192.168.94.173,192.168.120.54,UDP,Suspicious packet flow,SQL Injection,Medium,Detected,Suspicious
1/3/2026 0:19,192.168.224.42,192.168.27.115,TCP,Unauthorized access,DNS Poisoning,Medium,Detected,Normal
1/31/2026 20:17,192.168.151.92,192.168.69.208,TCP,Regular communication,Brute Force,Medium,Monitored,Normal
5/3/2026 14:45,10.47.46.50,172.31.240.214,ARP,Connection retry,Phishing,Low,Monitored,Suspicious
2/15/2026 19:01,172.26.172.27,10.190.20.111,UDP,Unauthorized access,Phishing,High,Monitored,Normal
